array_row_index,sequence_id,asset_id,lbw,split,start_timestamp,end_timestamp,start_timeline_index,end_timeline_index
994,CADCHF__lbw_126__train__00004849,CADCHF,126,train,2019-07-19T00:00:00,2019-10-15T00:00:00,4849,4911
995,CADCHF__lbw_126__train__00004912,CADCHF,126,train,2019-10-16T00:00:00,2020-01-14T00:00:00,4912,4974
996,CADCHF__lbw_126__train__00004975,CADCHF,126,train,2020-01-15T00:00:00,2020-04-10T00:00:00,4975,5037
997,CADCHF__lbw_126__train__00005038,CADCHF,126,train,2020-04-13T00:00:00,2020-07-08T00:00:00,5038,5100
998,CADCHF__lbw_126__train__00005101,CADCHF,126,train,2020-07-09T00:00:00,2020-10-05T00:00:00,5101,5163
999,CADCHF__lbw_126__train__00005164,CADCHF,126,train,2020-10-06T00:00:00,2021-01-04T00:00:00,5164,5226
1000,CADCHF__lbw_126__train__00005227,CADCHF,126,train,2021-01-05T00:00:00,2021-04-01T00:00:00,5227,5289
1001,CADCHF__lbw_126__train__00005290,CADCHF,126,train,2021-04-02T00:00:00,2021-06-29T00:00:00,5290,5352
1002,CADCHF__lbw_126__train__00005353,CADCHF,126,train,2021-06-30T00:00:00,2021-09-24T00:00:00,5353,5415
1003,CADCHF__lbw_126__train__00005416,CADCHF,126,train,2021-09-27T00:00:00,2021-12-22T00:00:00,5416,5478
1004,CADCHF__lbw_126__train__00005479,CADCHF,126,train,2021-12-23T00:00:00,2022-03-21T00:00:00,5479,5541
1005,CADCHF__lbw_126__train__00005542,CADCHF,126,train,2022-03-22T00:00:00,2022-06-16T00:00:00,5542,5604
1006,CADCHF__lbw_126__train__00005605,CADCHF,126,train,2022-06-17T00:00:00,2022-09-13T00:00:00,5605,5667
1007,CADCHF__lbw_126__train__00005668,CADCHF,126,train,2022-09-14T00:00:00,2022-12-09T00:00:00,5668,5730
1008,CADCHF__lbw_126__train__00005731,CADCHF,126,train,2022-12-12T00:00:00,2023-03-09T00:00:00,5731,5793
1009,CADCHF__lbw_126__train__00005794,CADCHF,126,train,2023-03-10T00:00:00,2023-06-06T00:00:00,5794,5856
1010,CADCHF__lbw_126__train__00005857,CADCHF,126,train,2023-06-07T00:00:00,2023-09-01T00:00:00,5857,5919
1011,CADJPY__lbw_126__train__00000313,CADJPY,126,train,2008-05-01T00:00:00,2008-07-28T00:00:00,313,375
1012,CADJPY__lbw_126__train__00000376,CADJPY,126,train,2008-07-29T00:00:00,2008-10-24T00:00:00,376,438
1013,CADJPY__lbw_126__train__00000439,CADJPY,126,train,2008-10-27T00:00:00,2009-01-26T00:00:00,439,501
1014,CADJPY__lbw_126__train__00000502,CADJPY,126,train,2009-01-27T00:00:00,2009-04-23T00:00:00,502,564
1015,CADJPY__lbw_126__train__00000565,CADJPY,126,train,2009-04-24T00:00:00,2009-07-22T00:00:00,565,627
1016,CADJPY__lbw_126__train__00000628,CADJPY,126,train,2009-07-23T00:00:00,2009-10-19T00:00:00,628,690
1017,CADJPY__lbw_126__train__00000691,CADJPY,126,train,2009-10-20T00:00:00,2010-01-19T00:00:00,691,753
1018,CADJPY__lbw_126__train__00000754,CADJPY,126,train,2010-01-20T00:00:00,2010-04-16T00:00:00,754,816
1019,CADJPY__lbw_126__train__00000817,CADJPY,126,train,2010-04-19T00:00:00,2010-07-15T00:00:00,817,879
1020,CADJPY__lbw_126__train__00000880,CADJPY,126,train,2010-07-16T00:00:00,2010-10-12T00:00:00,880,942
1021,CADJPY__lbw_126__train__00000943,CADJPY,126,train,2010-10-13T00:00:00,2011-01-10T00:00:00,943,1005
1022,CADJPY__lbw_126__train__00001006,CADJPY,126,train,2011-01-11T00:00:00,2011-04-07T00:00:00,1006,1068
1023,CADJPY__lbw_126__train__00001069,CADJPY,126,train,2011-04-08T00:00:00,2011-07-06T00:00:00,1069,1131
1024,CADJPY__lbw_126__train__00001132,CADJPY,126,train,2011-07-07T00:00:00,2011-10-03T00:00:00,1132,1194
1025,CADJPY__lbw_126__train__00001195,CADJPY,126,train,2011-10-04T00:00:00,2011-12-29T00:00:00,1195,1257
1026,CADJPY__lbw_126__train__00001258,CADJPY,126,train,2011-12-30T00:00:00,2012-03-28T00:00:00,1258,1320
1027,CADJPY__lbw_126__train__00001321,CADJPY,126,train,2012-03-29T00:00:00,2012-06-25T00:00:00,1321,1383
1028,CADJPY__lbw_126__train__00001384,CADJPY,126,train,2012-06-26T00:00:00,2012-09-20T00:00:00,1384,1446
1029,CADJPY__lbw_126__train__00001447,CADJPY,126,train,2012-09-21T00:00:00,2012-12-18T00:00:00,1447,1509
1030,CADJPY__lbw_126__train__00001510,CADJPY,126,train,2012-12-19T00:00:00,2013-03-19T00:00:00,1510,1572
1031,CADJPY__lbw_126__train__00001573,CADJPY,126,train,2013-03-20T00:00:00,2013-06-14T00:00:00,1573,1635
1032,CADJPY__lbw_126__train__00001636,CADJPY,126,train,2013-06-17T00:00:00,2013-09-11T00:00:00,1636,1698
1033,CADJPY__lbw_126__train__00001699,CADJPY,126,train,2013-09-12T00:00:00,2013-12-09T00:00:00,1699,1761
1034,CADJPY__lbw_126__train__00001762,CADJPY,126,train,2013-12-10T00:00:00,2014-03-10T00:00:00,1762,1824
1035,CADJPY__lbw_126__train__00001825,CADJPY,126,train,2014-03-11T00:00:00,2014-06-05T00:00:00,1825,1887
1036,CADJPY__lbw_126__train__00001888,CADJPY,126,train,2014-06-06T00:00:00,2014-09-02T00:00:00,1888,1950
1037,CADJPY__lbw_126__train__00001951,CADJPY,126,train,2014-09-03T00:00:00,2014-11-28T00:00:00,1951,2013
1038,CADJPY__lbw_126__train__00002014,CADJPY,126,train,2014-12-01T00:00:00,2015-02-27T00:00:00,2014,2076
1039,CADJPY__lbw_126__train__00002077,CADJPY,126,train,2015-03-02T00:00:00,2015-05-27T00:00:00,2077,2139
1040,CADJPY__lbw_126__train__00002140,CADJPY,126,train,2015-05-28T00:00:00,2015-08-24T00:00:00,2140,2202
1041,CADJPY__lbw_126__train__00002203,CADJPY,126,train,2015-08-25T00:00:00,2015-11-19T00:00:00,2203,2265
1042,CADJPY__lbw_126__train__00002266,CADJPY,126,train,2015-11-20T00:00:00,2016-02-18T00:00:00,2266,2328
1043,CADJPY__lbw_126__train__00002329,CADJPY,126,train,2016-02-19T00:00:00,2016-05-17T00:00:00,2329,2391
1044,CADJPY__lbw_126__train__00002392,CADJPY,126,train,2016-05-18T00:00:00,2016-08-12T00:00:00,2392,2454
1045,CADJPY__lbw_126__train__00002455,CADJPY,126,train,2016-08-15T00:00:00,2016-11-09T00:00:00,2455,2517
1046,CADJPY__lbw_126__train__00002518,CADJPY,126,train,2016-11-10T00:00:00,2017-02-06T00:00:00,2518,2580
1047,CADJPY__lbw_126__train__00002581,CADJPY,126,train,2017-02-07T00:00:00,2017-05-04T00:00:00,2581,2643
1048,CADJPY__lbw_126__train__00002644,CADJPY,126,train,2017-05-05T00:00:00,2017-08-01T00:00:00,2644,2706
1049,CADJPY__lbw_126__train__00002707,CADJPY,126,train,2017-08-02T00:00:00,2017-10-27T00:00:00,2707,2769
1050,CADJPY__lbw_126__train__00002770,CADJPY,126,train,2017-10-30T00:00:00,2018-01-26T00:00:00,2770,2832
1051,CADJPY__lbw_126__train__00002833,CADJPY,126,train,2018-01-29T00:00:00,2018-04-25T00:00:00,2833,2895
1052,CADJPY__lbw_126__train__00002896,CADJPY,126,train,2018-04-26T00:00:00,2018-07-23T00:00:00,2896,2958
1053,CADJPY__lbw_126__train__00002959,CADJPY,126,train,2018-07-24T00:00:00,2018-10-18T00:00:00,2959,3021
1054,CADJPY__lbw_126__train__00003022,CADJPY,126,train,2018-10-19T00:00:00,2019-01-17T00:00:00,3022,3084
1055,CADJPY__lbw_126__train__00003085,CADJPY,126,train,2019-01-18T00:00:00,2019-04-16T00:00:00,3085,3147
1056,CADJPY__lbw_126__train__00003148,CADJPY,126,train,2019-04-17T00:00:00,2019-07-12T00:00:00,3148,3210
1057,CADJPY__lbw_126__train__00003211,CADJPY,126,train,2019-07-15T00:00:00,2019-10-09T00:00:00,3211,3273
1058,CADJPY__lbw_126__train__00003274,CADJPY,126,train,2019-10-10T00:00:00,2020-01-08T00:00:00,3274,3336
1059,CADJPY__lbw_126__train__00003337,CADJPY,126,train,2020-01-09T00:00:00,2020-04-06T00:00:00,3337,3399
1060,CADJPY__lbw_126__train__00003400,CADJPY,126,train,2020-04-07T00:00:00,2020-07-02T00:00:00,3400,3462
1061,CADJPY__lbw_126__train__00003463,CADJPY,126,train,2020-07-03T00:00:00,2020-09-29T00:00:00,3463,3525
1062,CADJPY__lbw_126__train__00003526,CADJPY,126,train,2020-09-30T00:00:00,2020-12-28T00:00:00,3526,3588
1063,CADJPY__lbw_126__train__00003589,CADJPY,126,train,2020-12-29T00:00:00,2021-03-26T00:00:00,3589,3651
1064,CADJPY__lbw_126__train__00003652,CADJPY,126,train,2021-03-29T00:00:00,2021-06-23T00:00:00,3652,3714
1065,CADJPY__lbw_126__train__00003715,CADJPY,126,train,2021-06-24T00:00:00,2021-09-20T00:00:00,3715,3777
1066,CADJPY__lbw_126__train__00003778,CADJPY,126,train,2021-09-21T00:00:00,2021-12-16T00:00:00,3778,3840
1067,CADJPY__lbw_126__train__00003841,CADJPY,126,train,2021-12-17T00:00:00,2022-03-15T00:00:00,3841,3903
1068,CADJPY__lbw_126__train__00003904,CADJPY,126,train,2022-03-16T00:00:00,2022-06-10T00:00:00,3904,3966
1069,CADJPY__lbw_126__train__00003967,CADJPY,126,train,2022-06-13T00:00:00,2022-09-07T00:00:00,3967,4029
1070,CADJPY__lbw_126__train__00004030,CADJPY,126,train,2022-09-08T00:00:00,2022-12-05T00:00:00,4030,4092
1071,CADJPY__lbw_126__train__00004093,CADJPY,126,train,2022-12-06T00:00:00,2023-03-03T00:00:00,4093,4155
1072,CADJPY__lbw_126__train__00004156,CADJPY,126,train,2023-03-06T00:00:00,2023-05-31T00:00:00,4156,4218
1073,CADJPY__lbw_126__train__00004219,CADJPY,126,train,2023-06-01T00:00:00,2023-08-28T00:00:00,4219,4281
1074,CADJPY__lbw_126__train__00004282,CADJPY,126,train,2023-08-29T00:00:00,2023-11-23T00:00:00,4282,4344
1075,CADJPY__lbw_126__train__00004345,CADJPY,126,train,2023-11-24T00:00:00,2024-02-22T00:00:00,4345,4407
1076,CHFJPY__lbw_126__train__00000313,CHFJPY,126,train,2001-06-11T00:00:00,2001-09-05T00:00:00,313,375
1077,CHFJPY__lbw_126__train__00000376,CHFJPY,126,train,2001-09-06T00:00:00,2001-12-03T00:00:00,376,438
1078,CHFJPY__lbw_126__train__00000439,CHFJPY,126,train,2001-12-04T00:00:00,2002-02-28T00:00:00,439,501
1079,CHFJPY__lbw_126__train__00000502,CHFJPY,126,train,2002-03-01T00:00:00,2002-05-28T00:00:00,502,564
1080,CHFJPY__lbw_126__train__00000565,CHFJPY,126,train,2002-05-29T00:00:00,2002-08-23T00:00:00,565,627
1081,CHFJPY__lbw_126__train__00000628,CHFJPY,126,train,2002-08-26T00:00:00,2002-11-20T00:00:00,628,690
1082,CHFJPY__lbw_126__train__00000691,CHFJPY,126,train,2002-11-21T00:00:00,2003-02-17T00:00:00,691,753
1083,CHFJPY__lbw_126__train__00000754,CHFJPY,126,train,2003-02-18T00:00:00,2003-05-15T00:00:00,754,816
1084,CHFJPY__lbw_126__train__00000817,CHFJPY,126,train,2003-05-16T00:00:00,2003-08-12T00:00:00,817,879
1085,CHFJPY__lbw_126__train__00000880,CHFJPY,126,train,2003-08-13T00:00:00,2003-11-07T00:00:00,880,942
1086,CHFJPY__lbw_126__train__00000943,CHFJPY,126,train,2003-11-10T00:00:00,2004-02-04T00:00:00,943,1005
1087,CHFJPY__lbw_126__train__00001006,CHFJPY,126,train,2004-02-05T00:00:00,2004-05-03T00:00:00,1006,1068
1088,CHFJPY__lbw_126__train__00001069,CHFJPY,126,train,2004-05-04T00:00:00,2004-07-29T00:00:00,1069,1131
1089,CHFJPY__lbw_126__train__00001132,CHFJPY,126,train,2004-07-30T00:00:00,2004-10-26T00:00:00,1132,1194
1090,CHFJPY__lbw_126__train__00001195,CHFJPY,126,train,2004-10-27T00:00:00,2005-01-21T00:00:00,1195,1257
1091,CHFJPY__lbw_126__train__00001258,CHFJPY,126,train,2005-01-24T00:00:00,2005-04-20T00:00:00,1258,1320
1092,CHFJPY__lbw_126__train__00001321,CHFJPY,126,train,2005-04-21T00:00:00,2005-07-18T00:00:00,1321,1383
1093,CHFJPY__lbw_126__train__00001384,CHFJPY,126,train,2005-07-19T00:00:00,2005-10-13T00:00:00,1384,1446
1094,CHFJPY__lbw_126__train__00001447,CHFJPY,126,train,2005-10-14T00:00:00,2006-01-10T00:00:00,1447,1509
1095,CHFJPY__lbw_126__train__00001510,CHFJPY,126,train,2006-01-11T00:00:00,2006-04-07T00:00:00,1510,1572
1096,CHFJPY__lbw_126__train__00001573,CHFJPY,126,train,2006-04-10T00:00:00,2006-07-05T00:00:00,1573,1635
1097,CHFJPY__lbw_126__train__00001636,CHFJPY,126,train,2006-07-06T00:00:00,2006-11-30T00:00:00,1636,1698
1098,CHFJPY__lbw_126__train__00001699,CHFJPY,126,train,2006-12-01T00:00:00,2007-02-27T00:00:00,1699,1761
1099,CHFJPY__lbw_126__train__00001762,CHFJPY,126,train,2007-02-28T00:00:00,2007-05-25T00:00:00,1762,1824
1100,CHFJPY__lbw_126__train__00001825,CHFJPY,126,train,2007-05-28T00:00:00,2007-08-22T00:00:00,1825,1887
1101,CHFJPY__lbw_126__train__00001888,CHFJPY,126,train,2007-08-23T00:00:00,2007-11-19T00:00:00,1888,1950
1102,CHFJPY__lbw_126__train__00001951,CHFJPY,126,train,2007-11-20T00:00:00,2008-02-18T00:00:00,1951,2013
1103,CHFJPY__lbw_126__train__00002014,CHFJPY,126,train,2008-02-19T00:00:00,2008-05-15T00:00:00,2014,2076
1104,CHFJPY__lbw_126__train__00002077,CHFJPY,126,train,2008-05-16T00:00:00,2008-08-12T00:00:00,2077,2139
1105,CHFJPY__lbw_126__train__00002140,CHFJPY,126,train,2008-08-13T00:00:00,2008-11-07T00:00:00,2140,2202
1106,CHFJPY__lbw_126__train__00002203,CHFJPY,126,train,2008-11-10T00:00:00,2009-03-02T00:00:00,2203,2265
1107,CHFJPY__lbw_126__train__00002266,CHFJPY,126,train,2009-03-03T00:00:00,2009-05-28T00:00:00,2266,2328
1108,CHFJPY__lbw_126__train__00002329,CHFJPY,126,train,2009-05-29T00:00:00,2009-08-25T00:00:00,2329,2391
1109,CHFJPY__lbw_126__train__00002392,CHFJPY,126,train,2009-08-26T00:00:00,2009-11-19T00:00:00,2392,2454
1110,CHFJPY__lbw_126__train__00002455,CHFJPY,126,train,2009-11-20T00:00:00,2010-02-18T00:00:00,2455,2517
1111,CHFJPY__lbw_126__train__00002518,CHFJPY,126,train,2010-02-19T00:00:00,2010-05-18T00:00:00,2518,2580
1112,CHFJPY__lbw_126__train__00002581,CHFJPY,126,train,2010-05-19T00:00:00,2010-08-13T00:00:00,2581,2643
1113,CHFJPY__lbw_126__train__00002644,CHFJPY,126,train,2010-08-16T00:00:00,2010-11-10T00:00:00,2644,2706
1114,CHFJPY__lbw_126__train__00002707,CHFJPY,126,train,2010-11-11T00:00:00,2011-02-07T00:00:00,2707,2769
1115,CHFJPY__lbw_126__train__00002770,CHFJPY,126,train,2011-02-08T00:00:00,2011-05-05T00:00:00,2770,2832
1116,CHFJPY__lbw_126__train__00002833,CHFJPY,126,train,2011-05-06T00:00:00,2011-08-02T00:00:00,2833,2895
1117,CHFJPY__lbw_126__train__00002896,CHFJPY,126,train,2011-08-03T00:00:00,2011-10-28T00:00:00,2896,2958
1118,CHFJPY__lbw_126__train__00002959,CHFJPY,126,train,2011-10-31T00:00:00,2012-01-25T00:00:00,2959,3021
1119,CHFJPY__lbw_126__train__00003022,CHFJPY,126,train,2012-01-26T00:00:00,2012-04-23T00:00:00,3022,3084
1120,CHFJPY__lbw_126__train__00003085,CHFJPY,126,train,2012-04-24T00:00:00,2012-07-19T00:00:00,3085,3147
1121,CHFJPY__lbw_126__train__00003148,CHFJPY,126,train,2012-07-20T00:00:00,2012-10-16T00:00:00,3148,3210
1122,CHFJPY__lbw_126__train__00003211,CHFJPY,126,train,2012-10-17T00:00:00,2013-01-14T00:00:00,3211,3273
1123,CHFJPY__lbw_126__train__00003274,CHFJPY,126,train,2013-01-15T00:00:00,2013-04-11T00:00:00,3274,3336
1124,CHFJPY__lbw_126__train__00003337,CHFJPY,126,train,2013-04-12T00:00:00,2013-07-09T00:00:00,3337,3399
1125,CHFJPY__lbw_126__train__00003400,CHFJPY,126,train,2013-07-10T00:00:00,2013-10-04T00:00:00,3400,3462
1126,CHFJPY__lbw_126__train__00003463,CHFJPY,126,train,2013-10-07T00:00:00,2014-01-02T00:00:00,3463,3525
1127,CHFJPY__lbw_126__train__00003526,CHFJPY,126,train,2014-01-03T00:00:00,2014-04-01T00:00:00,3526,3588
1128,CHFJPY__lbw_126__train__00003589,CHFJPY,126,train,2014-04-02T00:00:00,2014-06-27T00:00:00,3589,3651
1129,CHFJPY__lbw_126__train__00003652,CHFJPY,126,train,2014-06-30T00:00:00,2014-09-24T00:00:00,3652,3714
1130,CHFJPY__lbw_126__train__00003715,CHFJPY,126,train,2014-09-25T00:00:00,2014-12-22T00:00:00,3715,3777
1131,CHFJPY__lbw_126__train__00003778,CHFJPY,126,train,2014-12-23T00:00:00,2015-03-23T00:00:00,3778,3840
1132,CHFJPY__lbw_126__train__00003841,CHFJPY,126,train,2015-03-24T00:00:00,2015-06-18T00:00:00,3841,3903
1133,CHFJPY__lbw_126__train__00003904,CHFJPY,126,train,2015-06-19T00:00:00,2015-09-15T00:00:00,3904,3966
1134,CHFJPY__lbw_126__train__00003967,CHFJPY,126,train,2015-09-16T00:00:00,2015-12-11T00:00:00,3967,4029
1135,CHFJPY__lbw_126__train__00004030,CHFJPY,126,train,2015-12-14T00:00:00,2016-03-11T00:00:00,4030,4092
1136,CHFJPY__lbw_126__train__00004093,CHFJPY,126,train,2016-03-14T00:00:00,2016-06-08T00:00:00,4093,4155
1137,CHFJPY__lbw_126__train__00004156,CHFJPY,126,train,2016-06-09T00:00:00,2016-09-05T00:00:00,4156,4218
1138,CHFJPY__lbw_126__train__00004219,CHFJPY,126,train,2016-09-06T00:00:00,2016-12-01T00:00:00,4219,4281
1139,CHFJPY__lbw_126__train__00004282,CHFJPY,126,train,2016-12-02T00:00:00,2017-02-28T00:00:00,4282,4344
1140,CHFJPY__lbw_126__train__00004345,CHFJPY,126,train,2017-03-01T00:00:00,2017-05-26T00:00:00,4345,4407
1141,CHFJPY__lbw_126__train__00004408,CHFJPY,126,train,2017-05-29T00:00:00,2017-08-23T00:00:00,4408,4470
1142,CHFJPY__lbw_126__train__00004471,CHFJPY,126,train,2017-08-24T00:00:00,2017-11-20T00:00:00,4471,4533
1143,CHFJPY__lbw_126__train__00004534,CHFJPY,126,train,2017-11-21T00:00:00,2018-02-19T00:00:00,4534,4596
1144,CHFJPY__lbw_126__train__00004597,CHFJPY,126,train,2018-02-20T00:00:00,2018-05-17T00:00:00,4597,4659
1145,CHFJPY__lbw_126__train__00004660,CHFJPY,126,train,2018-05-18T00:00:00,2018-08-14T00:00:00,4660,4722
1146,CHFJPY__lbw_126__train__00004723,CHFJPY,126,train,2018-08-15T00:00:00,2018-11-09T00:00:00,4723,4785
1147,CHFJPY__lbw_126__train__00004786,CHFJPY,126,train,2018-11-12T00:00:00,2019-02-08T00:00:00,4786,4848
1148,CHFJPY__lbw_126__train__00004849,CHFJPY,126,train,2019-02-11T00:00:00,2019-05-08T00:00:00,4849,4911
1149,CHFJPY__lbw_126__train__00004912,CHFJPY,126,train,2019-05-09T00:00:00,2019-08-05T00:00:00,4912,4974
1150,CHFJPY__lbw_126__train__00004975,CHFJPY,126,train,2019-08-06T00:00:00,2019-10-31T00:00:00,4975,5037
1151,CHFJPY__lbw_126__train__00005038,CHFJPY,126,train,2019-11-01T00:00:00,2020-01-30T00:00:00,5038,5100
1152,CHFJPY__lbw_126__train__00005101,CHFJPY,126,train,2020-01-31T00:00:00,2020-04-28T00:00:00,5101,5163
1153,CHFJPY__lbw_126__train__00005164,CHFJPY,126,train,2020-04-29T00:00:00,2020-07-24T00:00:00,5164,5226
1154,CHFJPY__lbw_126__train__00005227,CHFJPY,126,train,2020-07-27T00:00:00,2020-10-21T00:00:00,5227,5289
1155,CHFJPY__lbw_126__train__00005290,CHFJPY,126,train,2020-10-22T00:00:00,2021-01-20T00:00:00,5290,5352
1156,CHFJPY__lbw_126__train__00005353,CHFJPY,126,train,2021-01-21T00:00:00,2021-04-19T00:00:00,5353,5415
1157,CHFJPY__lbw_126__train__00005416,CHFJPY,126,train,2021-04-20T00:00:00,2021-07-15T00:00:00,5416,5478
1158,CHFJPY__lbw_126__train__00005479,CHFJPY,126,train,2021-07-16T00:00:00,2021-10-12T00:00:00,5479,5541
1159,CHFJPY__lbw_126__train__00005542,CHFJPY,126,train,2021-10-13T00:00:00,2022-01-07T00:00:00,5542,5604
1160,CHFJPY__lbw_126__train__00005605,CHFJPY,126,train,2022-01-10T00:00:00,2022-04-06T00:00:00,5605,5667
1161,CHFJPY__lbw_126__train__00005668,CHFJPY,126,train,2022-04-07T00:00:00,2022-07-04T00:00:00,5668,5730
1162,CHFJPY__lbw_126__train__00005731,CHFJPY,126,train,2022-07-05T00:00:00,2022-09-29T00:00:00,5731,5793
1163,CHFJPY__lbw_126__train__00005794,CHFJPY,126,train,2022-09-30T00:00:00,2022-12-28T00:00:00,5794,5856
1164,CHFJPY__lbw_126__train__00005857,CHFJPY,126,train,2022-12-29T00:00:00,2023-03-27T00:00:00,5857,5919
1165,CHFJPY__lbw_126__train__00005920,CHFJPY,126,train,2023-03-28T00:00:00,2023-06-22T00:00:00,5920,5982
1166,DASHUSD__lbw_126__train__00000313,DASHUSD,126,train,2021-09-26T00:00:00,2021-11-27T00:00:00,313,375
1167,DASHUSD__lbw_126__train__00000376,DASHUSD,126,train,2021-11-28T00:00:00,2022-01-30T00:00:00,376,438
1168,DASHUSD__lbw_126__train__00000439,DASHUSD,126,train,2022-01-31T00:00:00,2022-04-04T00:00:00,439,501
1169,DASHUSD__lbw_126__train__00000502,DASHUSD,126,train,2022-04-05T00:00:00,2022-06-06T00:00:00,502,564
1170,DASHUSD__lbw_126__train__00000565,DASHUSD,126,train,2022-06-07T00:00:00,2022-08-08T00:00:00,565,627
1171,DASHUSD__lbw_126__train__00000628,DASHUSD,126,train,2022-08-09T00:00:00,2022-10-10T00:00:00,628,690
1172,DASHUSD__lbw_126__train__00000691,DASHUSD,126,train,2022-10-11T00:00:00,2022-12-12T00:00:00,691,753
1173,DASHUSD__lbw_126__train__00000754,DASHUSD,126,train,2022-12-13T00:00:00,2023-02-13T00:00:00,754,816
1174,DASHUSD__lbw_126__train__00000817,DASHUSD,126,train,2023-02-14T00:00:00,2023-04-17T00:00:00,817,879
1175,DASHUSD__lbw_126__train__00000880,DASHUSD,126,train,2023-04-18T00:00:00,2023-06-19T00:00:00,880,942
1176,DASHUSD__lbw_126__train__00000943,DASHUSD,126,train,2023-06-20T00:00:00,2023-08-22T00:00:00,943,1005
1177,DASHUSD__lbw_126__train__00001006,DASHUSD,126,train,2023-08-23T00:00:00,2023-10-24T00:00:00,1006,1068
1178,DASHUSD__lbw_126__train__00001069,DASHUSD,126,train,2023-10-25T00:00:00,2023-12-26T00:00:00,1069,1131
1179,DASHUSD__lbw_126__train__00001132,DASHUSD,126,train,2023-12-27T00:00:00,2024-02-27T00:00:00,1132,1194
1180,DASHUSD__lbw_126__train__00001195,DASHUSD,126,train,2024-02-28T00:00:00,2024-04-30T00:00:00,1195,1257
1181,DASHUSD__lbw_126__train__00001258,DASHUSD,126,train,2024-05-01T00:00:00,2024-07-02T00:00:00,1258,1320
1182,DASHUSD__lbw_126__train__00001321,DASHUSD,126,train,2024-07-03T00:00:00,2024-09-03T00:00:00,1321,1383
1183,DASHUSD__lbw_126__train__00001384,DASHUSD,126,train,2024-09-04T00:00:00,2024-11-05T00:00:00,1384,1446
1184,DASHUSD__lbw_126__train__00001447,DASHUSD,126,train,2024-11-06T00:00:00,2025-01-07T00:00:00,1447,1509
1185,DASHUSD__lbw_126__train__00001510,DASHUSD,126,train,2025-01-08T00:00:00,2025-03-11T00:00:00,1510,1572
1186,DASHUSD__lbw_126__train__00001573,DASHUSD,126,train,2025-03-12T00:00:00,2025-05-13T00:00:00,1573,1635
1187,DASHUSD__lbw_126__train__00001636,DASHUSD,126,train,2025-05-14T00:00:00,2025-07-15T00:00:00,1636,1698
1188,DBKGn__lbw_126__train__00000313,DBKGn,126,train,2020-07-30T00:00:00,2020-10-26T00:00:00,313,375
1189,DBKGn__lbw_126__train__00000376,DBKGn,126,train,2020-10-27T00:00:00,2021-01-27T00:00:00,376,438
1190,DBKGn__lbw_126__train__00000439,DBKGn,126,train,2021-01-28T00:00:00,2021-04-28T00:00:00,439,501
1191,DBKGn__lbw_126__train__00000502,DBKGn,126,train,2021-04-29T00:00:00,2021-07-27T00:00:00,502,564
1192,DBKGn__lbw_126__train__00000565,DBKGn,126,train,2021-07-28T00:00:00,2021-10-22T00:00:00,565,627
1193,DBKGn__lbw_126__train__00000628,DBKGn,126,train,2021-10-25T00:00:00,2022-01-21T00:00:00,628,690
1194,DBKGn__lbw_126__train__00000691,DBKGn,126,train,2022-01-24T00:00:00,2022-04-22T00:00:00,691,753
1195,DBKGn__lbw_126__train__00000754,DBKGn,126,train,2022-04-25T00:00:00,2022-07-20T00:00:00,754,816
1196,DBKGn__lbw_126__train__00000817,DBKGn,126,train,2022-07-21T00:00:00,2022-10-17T00:00:00,817,879
1197,DBKGn__lbw_126__train__00000880,DBKGn,126,train,2022-10-18T00:00:00,2023-01-13T00:00:00,880,942
1198,DBKGn__lbw_126__train__00000943,DBKGn,126,train,2023-01-16T00:00:00,2023-04-14T00:00:00,943,1005
1199,DBKGn__lbw_126__train__00001006,DBKGn,126,train,2023-04-17T00:00:00,2023-07-13T00:00:00,1006,1068
1200,DBKGn__lbw_126__train__00001069,DBKGn,126,train,2023-07-14T00:00:00,2023-10-10T00:00:00,1069,1131
1201,DBKGn__lbw_126__train__00001132,DBKGn,126,train,2023-10-11T00:00:00,2024-01-10T00:00:00,1132,1194
1202,DBKGn__lbw_126__train__00001195,DBKGn,126,train,2024-01-11T00:00:00,2024-04-10T00:00:00,1195,1257
1203,DBKGn__lbw_126__train__00001258,DBKGn,126,train,2024-04-11T00:00:00,2024-07-09T00:00:00,1258,1320
1204,DBKGn__lbw_126__train__00001321,DBKGn,126,train,2024-07-10T00:00:00,2024-10-04T00:00:00,1321,1383
1205,DBKGn__lbw_126__train__00001384,DBKGn,126,train,2024-10-07T00:00:00,2025-01-08T00:00:00,1384,1446
1206,DBKGn__lbw_126__train__00001447,DBKGn,126,train,2025-01-09T00:00:00,2025-04-07T00:00:00,1447,1509
1207,DBKGn__lbw_126__train__00001510,DBKGn,126,train,2025-04-08T00:00:00,2025-07-08T00:00:00,1510,1572
1208,DOGEUSD__lbw_126__train__00000313,DOGEUSD,126,train,2022-07-20T00:00:00,2022-09-20T00:00:00,313,375
1209,DOGEUSD__lbw_126__train__00000376,DOGEUSD,126,train,2022-09-21T00:00:00,2022-11-22T00:00:00,376,438
1210,DOGEUSD__lbw_126__train__00000439,DOGEUSD,126,train,2022-11-23T00:00:00,2023-01-24T00:00:00,439,501
1211,DOGEUSD__lbw_126__train__00000502,DOGEUSD,126,train,2023-01-25T00:00:00,2023-03-28T00:00:00,502,564
1212,DOGEUSD__lbw_126__train__00000565,DOGEUSD,126,train,2023-03-29T00:00:00,2023-05-30T00:00:00,565,627
