sequence_id,asset_id,lbw,split,sequence_index,start_timestamp,end_timestamp,start_timeline_index,end_timeline_index,row_count
LTCUSD__lbw_252__train__00003085,LTCUSD,252,train,44,2020-08-08T00:00:00,2020-10-12T00:00:00,3085,3147,63
LTCUSD__lbw_252__train__00003148,LTCUSD,252,train,45,2020-10-13T00:00:00,2020-12-27T00:00:00,3148,3210,63
LTCUSD__lbw_252__train__00003211,LTCUSD,252,train,46,2020-12-28T00:00:00,2021-02-28T00:00:00,3211,3273,63
LTCUSD__lbw_252__train__00003274,LTCUSD,252,train,47,2021-03-01T00:00:00,2021-05-02T00:00:00,3274,3336,63
LTCUSD__lbw_252__train__00003337,LTCUSD,252,train,48,2021-05-03T00:00:00,2021-07-04T00:00:00,3337,3399,63
LTCUSD__lbw_252__train__00003400,LTCUSD,252,train,49,2021-07-05T00:00:00,2021-09-05T00:00:00,3400,3462,63
LTCUSD__lbw_252__train__00003463,LTCUSD,252,train,50,2021-09-06T00:00:00,2021-11-07T00:00:00,3463,3525,63
LTCUSD__lbw_252__train__00003526,LTCUSD,252,train,51,2021-11-08T00:00:00,2022-01-09T00:00:00,3526,3588,63
LTCUSD__lbw_252__train__00003589,LTCUSD,252,train,52,2022-01-10T00:00:00,2022-03-15T00:00:00,3589,3651,63
LTCUSD__lbw_252__train__00003652,LTCUSD,252,train,53,2022-03-16T00:00:00,2022-05-17T00:00:00,3652,3714,63
LTCUSD__lbw_252__train__00003715,LTCUSD,252,train,54,2022-05-18T00:00:00,2022-07-19T00:00:00,3715,3777,63
LTCUSD__lbw_252__train__00003778,LTCUSD,252,train,55,2022-07-20T00:00:00,2022-09-20T00:00:00,3778,3840,63
LTCUSD__lbw_252__train__00003841,LTCUSD,252,train,56,2022-09-21T00:00:00,2022-11-22T00:00:00,3841,3903,63
LTCUSD__lbw_252__train__00003904,LTCUSD,252,train,57,2022-11-23T00:00:00,2023-01-24T00:00:00,3904,3966,63
LTCUSD__lbw_252__train__00003967,LTCUSD,252,train,58,2023-01-25T00:00:00,2023-03-28T00:00:00,3967,4029,63
LTCUSD__lbw_252__train__00004030,LTCUSD,252,train,59,2023-03-29T00:00:00,2023-05-30T00:00:00,4030,4092,63
LTCUSD__lbw_252__train__00004093,LTCUSD,252,train,60,2023-05-31T00:00:00,2023-08-02T00:00:00,4093,4155,63
LTCUSD__lbw_252__train__00004156,LTCUSD,252,train,61,2023-08-03T00:00:00,2023-10-04T00:00:00,4156,4218,63
LTCUSD__lbw_252__train__00004219,LTCUSD,252,train,62,2023-10-05T00:00:00,2023-12-06T00:00:00,4219,4281,63
LTCUSD__lbw_252__train__00004282,LTCUSD,252,train,63,2023-12-07T00:00:00,2024-02-07T00:00:00,4282,4344,63
LTCUSD__lbw_252__train__00004345,LTCUSD,252,train,64,2024-02-08T00:00:00,2024-04-10T00:00:00,4345,4407,63
LTCUSD__lbw_252__train__00004408,LTCUSD,252,train,65,2024-04-11T00:00:00,2024-06-12T00:00:00,4408,4470,63
LTCUSD__lbw_252__train__00004471,LTCUSD,252,train,66,2024-06-13T00:00:00,2024-08-14T00:00:00,4471,4533,63
LTCUSD__lbw_252__train__00004534,LTCUSD,252,train,67,2024-08-15T00:00:00,2024-10-16T00:00:00,4534,4596,63
LTCUSD__lbw_252__validation__00004610,LTCUSD,252,validation,0,2024-10-30T00:00:00,2024-12-31T00:00:00,4610,4672,63
LTCUSD__lbw_252__validation__00004673,LTCUSD,252,validation,1,2025-01-01T00:00:00,2025-03-04T00:00:00,4673,4735,63
LTCUSD__lbw_252__validation__00004736,LTCUSD,252,validation,2,2025-03-05T00:00:00,2025-05-06T00:00:00,4736,4798,63
LTCUSD__lbw_252__validation__00004799,LTCUSD,252,validation,3,2025-05-07T00:00:00,2025-07-08T00:00:00,4799,4861,63
LTCUSD__lbw_252__validation__00004862,LTCUSD,252,validation,4,2025-07-09T00:00:00,2025-09-13T00:00:00,4862,4924,63
LTCUSD__lbw_252__validation__00004925,LTCUSD,252,validation,5,2025-09-14T00:00:00,2025-11-15T00:00:00,4925,4987,63
LTCUSD__lbw_252__validation__00004988,LTCUSD,252,validation,6,2025-11-16T00:00:00,2026-01-17T00:00:00,4988,5050,63
XRPUSD__lbw_252__train__00000484,XRPUSD,252,train,0,2017-12-24T00:00:00,2018-02-24T00:00:00,484,546,63
XRPUSD__lbw_252__train__00000547,XRPUSD,252,train,1,2018-02-25T00:00:00,2018-04-28T00:00:00,547,609,63
XRPUSD__lbw_252__train__00000610,XRPUSD,252,train,2,2018-04-29T00:00:00,2018-06-30T00:00:00,610,672,63
XRPUSD__lbw_252__train__00000673,XRPUSD,252,train,3,2018-07-01T00:00:00,2018-09-01T00:00:00,673,735,63
XRPUSD__lbw_252__train__00000736,XRPUSD,252,train,4,2018-09-02T00:00:00,2018-11-03T00:00:00,736,798,63
XRPUSD__lbw_252__train__00000799,XRPUSD,252,train,5,2018-11-04T00:00:00,2019-01-05T00:00:00,799,861,63
XRPUSD__lbw_252__train__00000862,XRPUSD,252,train,6,2019-01-06T00:00:00,2019-03-09T00:00:00,862,924,63
XRPUSD__lbw_252__train__00000925,XRPUSD,252,train,7,2019-03-10T00:00:00,2019-05-11T00:00:00,925,987,63
XRPUSD__lbw_252__train__00000988,XRPUSD,252,train,8,2019-05-12T00:00:00,2019-07-13T00:00:00,988,1050,63
XRPUSD__lbw_252__train__00001051,XRPUSD,252,train,9,2019-07-14T00:00:00,2019-09-24T00:00:00,1051,1113,63
XRPUSD__lbw_252__train__00001114,XRPUSD,252,train,10,2019-09-25T00:00:00,2019-12-20T00:00:00,1114,1176,63
XRPUSD__lbw_252__train__00001177,XRPUSD,252,train,11,2019-12-23T00:00:00,2020-03-18T00:00:00,1177,1239,63
XRPUSD__lbw_252__train__00001240,XRPUSD,252,train,12,2020-03-19T00:00:00,2020-05-24T00:00:00,1240,1302,63
XRPUSD__lbw_252__train__00001303,XRPUSD,252,train,13,2020-05-25T00:00:00,2020-07-26T00:00:00,1303,1365,63
XRPUSD__lbw_252__train__00001366,XRPUSD,252,train,14,2020-07-27T00:00:00,2020-09-27T00:00:00,1366,1428,63
XRPUSD__lbw_252__train__00001429,XRPUSD,252,train,15,2020-09-28T00:00:00,2020-11-29T00:00:00,1429,1491,63
XRPUSD__lbw_252__train__00001492,XRPUSD,252,train,16,2020-11-30T00:00:00,2021-01-31T00:00:00,1492,1554,63
XRPUSD__lbw_252__train__00001555,XRPUSD,252,train,17,2021-02-01T00:00:00,2021-04-08T00:00:00,1555,1617,63
XRPUSD__lbw_252__train__00001618,XRPUSD,252,train,18,2021-04-09T00:00:00,2021-06-18T00:00:00,1618,1680,63
XRPUSD__lbw_252__train__00001681,XRPUSD,252,train,19,2021-06-19T00:00:00,2021-08-20T00:00:00,1681,1743,63
XRPUSD__lbw_252__train__00001744,XRPUSD,252,train,20,2021-08-21T00:00:00,2021-10-22T00:00:00,1744,1806,63
XRPUSD__lbw_252__train__00001807,XRPUSD,252,train,21,2021-10-23T00:00:00,2021-12-24T00:00:00,1807,1869,63
XRPUSD__lbw_252__train__00001870,XRPUSD,252,train,22,2021-12-25T00:00:00,2022-02-27T00:00:00,1870,1932,63
XRPUSD__lbw_252__train__00001933,XRPUSD,252,train,23,2022-02-28T00:00:00,2022-05-01T00:00:00,1933,1995,63
XRPUSD__lbw_252__train__00001996,XRPUSD,252,train,24,2022-05-02T00:00:00,2022-07-03T00:00:00,1996,2058,63
XRPUSD__lbw_252__train__00002059,XRPUSD,252,train,25,2022-07-04T00:00:00,2022-09-04T00:00:00,2059,2121,63
XRPUSD__lbw_252__train__00002122,XRPUSD,252,train,26,2022-09-05T00:00:00,2022-11-06T00:00:00,2122,2184,63
XRPUSD__lbw_252__train__00002185,XRPUSD,252,train,27,2022-11-07T00:00:00,2023-01-08T00:00:00,2185,2247,63
XRPUSD__lbw_252__train__00002248,XRPUSD,252,train,28,2023-01-09T00:00:00,2023-03-12T00:00:00,2248,2310,63
XRPUSD__lbw_252__train__00002311,XRPUSD,252,train,29,2023-03-13T00:00:00,2023-05-14T00:00:00,2311,2373,63
XRPUSD__lbw_252__train__00002374,XRPUSD,252,train,30,2023-05-15T00:00:00,2023-07-16T00:00:00,2374,2436,63
XRPUSD__lbw_252__train__00002437,XRPUSD,252,train,31,2023-07-17T00:00:00,2023-09-18T00:00:00,2437,2499,63
XRPUSD__lbw_252__train__00002500,XRPUSD,252,train,32,2023-09-19T00:00:00,2023-11-20T00:00:00,2500,2562,63
XRPUSD__lbw_252__train__00002563,XRPUSD,252,train,33,2023-11-21T00:00:00,2024-01-22T00:00:00,2563,2625,63
XRPUSD__lbw_252__train__00002626,XRPUSD,252,train,34,2024-01-23T00:00:00,2024-03-25T00:00:00,2626,2688,63
XRPUSD__lbw_252__train__00002689,XRPUSD,252,train,35,2024-03-26T00:00:00,2024-05-27T00:00:00,2689,2751,63
XRPUSD__lbw_252__train__00002752,XRPUSD,252,train,36,2024-05-28T00:00:00,2024-07-29T00:00:00,2752,2814,63
XRPUSD__lbw_252__train__00002815,XRPUSD,252,train,37,2024-07-30T00:00:00,2024-09-30T00:00:00,2815,2877,63
XRPUSD__lbw_252__train__00002878,XRPUSD,252,train,38,2024-10-01T00:00:00,2024-12-02T00:00:00,2878,2940,63
XRPUSD__lbw_252__train__00002941,XRPUSD,252,train,39,2024-12-03T00:00:00,2025-02-03T00:00:00,2941,3003,63
XRPUSD__lbw_252__train__00003004,XRPUSD,252,train,40,2025-02-04T00:00:00,2025-04-07T00:00:00,3004,3066,63
XRPUSD__lbw_252__validation__00003094,XRPUSD,252,validation,0,2025-05-05T00:00:00,2025-07-06T00:00:00,3094,3156,63
XRPUSD__lbw_252__validation__00003157,XRPUSD,252,validation,1,2025-07-07T00:00:00,2025-09-11T00:00:00,3157,3219,63
XRPUSD__lbw_252__validation__00003220,XRPUSD,252,validation,2,2025-09-12T00:00:00,2025-11-13T00:00:00,3220,3282,63
XRPUSD__lbw_252__validation__00003283,XRPUSD,252,validation,3,2025-11-14T00:00:00,2026-01-15T00:00:00,3283,3345,63
AAVUSD__lbw_252__train__00000313,AAVUSD,252,train,0,2021-11-11T00:00:00,2022-01-12T00:00:00,313,375,63
AAVUSD__lbw_252__train__00000376,AAVUSD,252,train,1,2022-01-13T00:00:00,2022-03-16T00:00:00,376,438,63
AAVUSD__lbw_252__train__00000439,AAVUSD,252,train,2,2022-03-17T00:00:00,2022-05-18T00:00:00,439,501,63
AAVUSD__lbw_252__train__00000502,AAVUSD,252,train,3,2022-05-19T00:00:00,2022-07-20T00:00:00,502,564,63
AAVUSD__lbw_252__train__00000565,AAVUSD,252,train,4,2022-07-21T00:00:00,2022-09-21T00:00:00,565,627,63
AAVUSD__lbw_252__train__00000628,AAVUSD,252,train,5,2022-09-22T00:00:00,2022-11-23T00:00:00,628,690,63
AAVUSD__lbw_252__train__00000691,AAVUSD,252,train,6,2022-11-24T00:00:00,2023-01-25T00:00:00,691,753,63
AAVUSD__lbw_252__train__00000754,AAVUSD,252,train,7,2023-01-26T00:00:00,2023-03-29T00:00:00,754,816,63
AAVUSD__lbw_252__train__00000817,AAVUSD,252,train,8,2023-03-30T00:00:00,2023-05-31T00:00:00,817,879,63
AAVUSD__lbw_252__train__00000880,AAVUSD,252,train,9,2023-06-01T00:00:00,2023-08-02T00:00:00,880,942,63
AAVUSD__lbw_252__train__00000943,AAVUSD,252,train,10,2023-08-03T00:00:00,2023-10-04T00:00:00,943,1005,63
AAVUSD__lbw_252__train__00001006,AAVUSD,252,train,11,2023-10-05T00:00:00,2023-12-06T00:00:00,1006,1068,63
AAVUSD__lbw_252__train__00001069,AAVUSD,252,train,12,2023-12-07T00:00:00,2024-02-07T00:00:00,1069,1131,63
AAVUSD__lbw_252__train__00001132,AAVUSD,252,train,13,2024-02-08T00:00:00,2024-04-10T00:00:00,1132,1194,63
AAVUSD__lbw_252__train__00001195,AAVUSD,252,train,14,2024-04-11T00:00:00,2024-06-12T00:00:00,1195,1257,63
AAVUSD__lbw_252__train__00001258,AAVUSD,252,train,15,2024-06-13T00:00:00,2024-08-14T00:00:00,1258,1320,63
AAVUSD__lbw_252__train__00001321,AAVUSD,252,train,16,2024-08-15T00:00:00,2024-10-16T00:00:00,1321,1383,63
AAVUSD__lbw_252__train__00001384,AAVUSD,252,train,17,2024-10-17T00:00:00,2024-12-18T00:00:00,1384,1446,63
AAVUSD__lbw_252__train__00001447,AAVUSD,252,train,18,2024-12-19T00:00:00,2025-02-19T00:00:00,1447,1509,63
AAVUSD__lbw_252__train__00001510,AAVUSD,252,train,19,2025-02-20T00:00:00,2025-04-23T00:00:00,1510,1572,63
AAVUSD__lbw_252__train__00001573,AAVUSD,252,train,20,2025-04-24T00:00:00,2025-06-25T00:00:00,1573,1635,63
AAVUSD__lbw_252__train__00001636,AAVUSD,252,train,21,2025-06-26T00:00:00,2025-09-01T00:00:00,1636,1698,63
AAVUSD__lbw_252__validation__00001717,AAVUSD,252,validation,0,2025-09-21T00:00:00,2025-11-22T00:00:00,1717,1779,63
AAVUSD__lbw_252__validation__00001780,AAVUSD,252,validation,1,2025-11-23T00:00:00,2026-01-24T00:00:00,1780,1842,63
ALGUSD__lbw_252__train__00000469,ALGUSD,252,train,0,2021-01-27T00:00:00,2021-03-30T00:00:00,469,531,63
ALGUSD__lbw_252__train__00000532,ALGUSD,252,train,1,2021-03-31T00:00:00,2021-06-01T00:00:00,532,594,63
ALGUSD__lbw_252__train__00000595,ALGUSD,252,train,2,2021-06-02T00:00:00,2021-08-03T00:00:00,595,657,63
ALGUSD__lbw_252__train__00000658,ALGUSD,252,train,3,2021-08-04T00:00:00,2021-10-06T00:00:00,658,720,63
ALGUSD__lbw_252__train__00000721,ALGUSD,252,train,4,2021-10-07T00:00:00,2021-12-08T00:00:00,721,783,63
ALGUSD__lbw_252__train__00000784,ALGUSD,252,train,5,2021-12-09T00:00:00,2022-02-09T00:00:00,784,846,63
ALGUSD__lbw_252__train__00000847,ALGUSD,252,train,6,2022-02-10T00:00:00,2022-04-13T00:00:00,847,909,63
ALGUSD__lbw_252__train__00000910,ALGUSD,252,train,7,2022-04-14T00:00:00,2022-06-15T00:00:00,910,972,63
ALGUSD__lbw_252__train__00000973,ALGUSD,252,train,8,2022-06-16T00:00:00,2022-08-17T00:00:00,973,1035,63
ALGUSD__lbw_252__train__00001036,ALGUSD,252,train,9,2022-08-18T00:00:00,2022-10-19T00:00:00,1036,1098,63
ALGUSD__lbw_252__train__00001099,ALGUSD,252,train,10,2022-10-20T00:00:00,2022-12-21T00:00:00,1099,1161,63
ALGUSD__lbw_252__train__00001162,ALGUSD,252,train,11,2022-12-22T00:00:00,2023-02-22T00:00:00,1162,1224,63
ALGUSD__lbw_252__train__00001225,ALGUSD,252,train,12,2023-02-23T00:00:00,2023-04-26T00:00:00,1225,1287,63
ALGUSD__lbw_252__train__00001288,ALGUSD,252,train,13,2023-04-27T00:00:00,2023-06-28T00:00:00,1288,1350,63
ALGUSD__lbw_252__train__00001351,ALGUSD,252,train,14,2023-06-29T00:00:00,2023-08-30T00:00:00,1351,1413,63
ALGUSD__lbw_252__train__00001414,ALGUSD,252,train,15,2023-08-31T00:00:00,2023-11-01T00:00:00,1414,1476,63
ALGUSD__lbw_252__train__00001477,ALGUSD,252,train,16,2023-11-02T00:00:00,2024-01-03T00:00:00,1477,1539,63
ALGUSD__lbw_252__train__00001540,ALGUSD,252,train,17,2024-01-04T00:00:00,2024-03-06T00:00:00,1540,1602,63
ALGUSD__lbw_252__train__00001603,ALGUSD,252,train,18,2024-03-07T00:00:00,2024-05-08T00:00:00,1603,1665,63
ALGUSD__lbw_252__train__00001666,ALGUSD,252,train,19,2024-05-09T00:00:00,2024-07-10T00:00:00,1666,1728,63
ALGUSD__lbw_252__train__00001729,ALGUSD,252,train,20,2024-07-11T00:00:00,2024-09-15T00:00:00,1729,1791,63
ALGUSD__lbw_252__train__00001792,ALGUSD,252,train,21,2024-09-16T00:00:00,2024-11-17T00:00:00,1792,1854,63
ALGUSD__lbw_252__train__00001855,ALGUSD,252,train,22,2024-11-18T00:00:00,2025-01-19T00:00:00,1855,1917,63
ALGUSD__lbw_252__train__00001918,ALGUSD,252,train,23,2025-01-20T00:00:00,2025-03-23T00:00:00,1918,1980,63
ALGUSD__lbw_252__train__00001981,ALGUSD,252,train,24,2025-03-24T00:00:00,2025-05-25T00:00:00,1981,2043,63
ALGUSD__lbw_252__train__00002044,ALGUSD,252,train,25,2025-05-26T00:00:00,2025-07-30T00:00:00,2044,2106,63
ALGUSD__lbw_252__validation__00002127,ALGUSD,252,validation,0,2025-08-21T00:00:00,2025-10-24T00:00:00,2127,2189,63
ALGUSD__lbw_252__validation__00002190,ALGUSD,252,validation,1,2025-10-25T00:00:00,2025-12-26T00:00:00,2190,2252,63
BARUSD__lbw_252__train__00000313,BARUSD,252,train,0,2022-01-24T00:00:00,2022-03-27T00:00:00,313,375,63
BARUSD__lbw_252__train__00000376,BARUSD,252,train,1,2022-03-28T00:00:00,2022-05-29T00:00:00,376,438,63
BARUSD__lbw_252__train__00000439,BARUSD,252,train,2,2022-05-30T00:00:00,2022-07-31T00:00:00,439,501,63
BARUSD__lbw_252__train__00000502,BARUSD,252,train,3,2022-08-01T00:00:00,2022-10-02T00:00:00,502,564,63
BARUSD__lbw_252__train__00000565,BARUSD,252,train,4,2022-10-03T00:00:00,2022-12-04T00:00:00,565,627,63
BARUSD__lbw_252__train__00000628,BARUSD,252,train,5,2022-12-05T00:00:00,2023-02-05T00:00:00,628,690,63
BARUSD__lbw_252__train__00000691,BARUSD,252,train,6,2023-02-06T00:00:00,2023-04-09T00:00:00,691,753,63
BARUSD__lbw_252__train__00000754,BARUSD,252,train,7,2023-04-10T00:00:00,2023-06-11T00:00:00,754,816,63
BARUSD__lbw_252__train__00000817,BARUSD,252,train,8,2023-06-12T00:00:00,2023-08-13T00:00:00,817,879,63
BARUSD__lbw_252__train__00000880,BARUSD,252,train,9,2023-08-14T00:00:00,2023-10-15T00:00:00,880,942,63
BARUSD__lbw_252__train__00000943,BARUSD,252,train,10,2023-10-16T00:00:00,2023-12-17T00:00:00,943,1005,63
BARUSD__lbw_252__train__00001006,BARUSD,252,train,11,2023-12-18T00:00:00,2024-02-18T00:00:00,1006,1068,63
BARUSD__lbw_252__train__00001069,BARUSD,252,train,12,2024-02-19T00:00:00,2024-04-21T00:00:00,1069,1131,63
BARUSD__lbw_252__train__00001132,BARUSD,252,train,13,2024-04-22T00:00:00,2024-06-23T00:00:00,1132,1194,63
BARUSD__lbw_252__train__00001195,BARUSD,252,train,14,2024-06-24T00:00:00,2024-08-25T00:00:00,1195,1257,63
BARUSD__lbw_252__train__00001258,BARUSD,252,train,15,2024-08-26T00:00:00,2024-10-27T00:00:00,1258,1320,63
BARUSD__lbw_252__train__00001321,BARUSD,252,train,16,2024-10-28T00:00:00,2024-12-29T00:00:00,1321,1383,63
BARUSD__lbw_252__train__00001384,BARUSD,252,train,17,2024-12-30T00:00:00,2025-03-02T00:00:00,1384,1446,63
BARUSD__lbw_252__train__00001447,BARUSD,252,train,18,2025-03-03T00:00:00,2025-05-04T00:00:00,1447,1509,63
BARUSD__lbw_252__train__00001510,BARUSD,252,train,19,2025-05-05T00:00:00,2025-07-06T00:00:00,1510,1572,63
BARUSD__lbw_252__train__00001573,BARUSD,252,train,20,2025-07-07T00:00:00,2025-09-13T00:00:00,1573,1635,63
BARUSD__lbw_252__validation__00001650,BARUSD,252,validation,0,2025-09-28T00:00:00,2025-11-29T00:00:00,1650,1712,63
BARUSD__lbw_252__validation__00001713,BARUSD,252,validation,1,2025-11-30T00:00:00,2026-01-31T00:00:00,1713,1775,63
BNBUSD__lbw_252__train__00000313,BNBUSD,252,train,0,2018-06-03T00:00:00,2018-08-04T00:00:00,313,375,63
BNBUSD__lbw_252__train__00000376,BNBUSD,252,train,1,2018-08-05T00:00:00,2018-10-06T00:00:00,376,438,63
BNBUSD__lbw_252__train__00000439,BNBUSD,252,train,2,2018-10-07T00:00:00,2018-12-08T00:00:00,439,501,63
BNBUSD__lbw_252__train__00000502,BNBUSD,252,train,3,2018-12-09T00:00:00,2019-02-09T00:00:00,502,564,63
BNBUSD__lbw_252__train__00000565,BNBUSD,252,train,4,2019-02-10T00:00:00,2019-04-13T00:00:00,565,627,63
BNBUSD__lbw_252__train__00000628,BNBUSD,252,train,5,2019-04-14T00:00:00,2019-06-15T00:00:00,628,690,63
BNBUSD__lbw_252__train__00000691,BNBUSD,252,train,6,2019-06-16T00:00:00,2019-08-17T00:00:00,691,753,63
BNBUSD__lbw_252__train__00000754,BNBUSD,252,train,7,2019-08-18T00:00:00,2019-10-19T00:00:00,754,816,63
BNBUSD__lbw_252__train__00000817,BNBUSD,252,train,8,2019-10-20T00:00:00,2019-12-21T00:00:00,817,879,63
BNBUSD__lbw_252__train__00000880,BNBUSD,252,train,9,2019-12-22T00:00:00,2020-02-22T00:00:00,880,942,63
BNBUSD__lbw_252__train__00000943,BNBUSD,252,train,10,2020-02-23T00:00:00,2020-04-25T00:00:00,943,1005,63
BNBUSD__lbw_252__train__00001006,BNBUSD,252,train,11,2020-04-26T00:00:00,2020-06-27T00:00:00,1006,1068,63
BNBUSD__lbw_252__train__00001069,BNBUSD,252,train,12,2020-06-28T00:00:00,2020-08-29T00:00:00,1069,1131,63
BNBUSD__lbw_252__train__00001132,BNBUSD,252,train,13,2020-08-30T00:00:00,2020-10-31T00:00:00,1132,1194,63
BNBUSD__lbw_252__train__00001195,BNBUSD,252,train,14,2020-11-01T00:00:00,2021-01-02T00:00:00,1195,1257,63
BNBUSD__lbw_252__train__00001258,BNBUSD,252,train,15,2021-01-03T00:00:00,2021-03-06T00:00:00,1258,1320,63
BNBUSD__lbw_252__train__00001321,BNBUSD,252,train,16,2021-03-07T00:00:00,2021-05-08T00:00:00,1321,1383,63
BNBUSD__lbw_252__train__00001384,BNBUSD,252,train,17,2021-05-09T00:00:00,2021-07-10T00:00:00,1384,1446,63
BNBUSD__lbw_252__train__00001447,BNBUSD,252,train,18,2021-07-11T00:00:00,2021-09-11T00:00:00,1447,1509,63
BNBUSD__lbw_252__train__00001510,BNBUSD,252,train,19,2021-09-12T00:00:00,2021-11-13T00:00:00,1510,1572,63
BNBUSD__lbw_252__train__00001573,BNBUSD,252,train,20,2021-11-14T00:00:00,2022-01-15T00:00:00,1573,1635,63
BNBUSD__lbw_252__train__00001636,BNBUSD,252,train,21,2022-01-16T00:00:00,2022-03-19T00:00:00,1636,1698,63
BNBUSD__lbw_252__train__00001699,BNBUSD,252,train,22,2022-03-20T00:00:00,2022-05-21T00:00:00,1699,1761,63
BNBUSD__lbw_252__train__00001762,BNBUSD,252,train,23,2022-05-22T00:00:00,2022-07-23T00:00:00,1762,1824,63
BNBUSD__lbw_252__train__00001825,BNBUSD,252,train,24,2022-07-24T00:00:00,2022-09-24T00:00:00,1825,1887,63
BNBUSD__lbw_252__train__00001888,BNBUSD,252,train,25,2022-09-25T00:00:00,2022-11-26T00:00:00,1888,1950,63
BNBUSD__lbw_252__train__00001951,BNBUSD,252,train,26,2022-11-27T00:00:00,2023-01-28T00:00:00,1951,2013,63
BNBUSD__lbw_252__train__00002014,BNBUSD,252,train,27,2023-01-29T00:00:00,2023-04-01T00:00:00,2014,2076,63
BNBUSD__lbw_252__train__00002077,BNBUSD,252,train,28,2023-04-02T00:00:00,2023-06-03T00:00:00,2077,2139,63
BNBUSD__lbw_252__train__00002140,BNBUSD,252,train,29,2023-06-04T00:00:00,2023-08-05T00:00:00,2140,2202,63
BNBUSD__lbw_252__train__00002203,BNBUSD,252,train,30,2023-08-06T00:00:00,2023-10-07T00:00:00,2203,2265,63
BNBUSD__lbw_252__train__00002266,BNBUSD,252,train,31,2023-10-08T00:00:00,2023-12-09T00:00:00,2266,2328,63
BNBUSD__lbw_252__train__00002329,BNBUSD,252,train,32,2023-12-10T00:00:00,2024-02-10T00:00:00,2329,2391,63
BNBUSD__lbw_252__train__00002392,BNBUSD,252,train,33,2024-02-11T00:00:00,2024-04-13T00:00:00,2392,2454,63
BNBUSD__lbw_252__train__00002455,BNBUSD,252,train,34,2024-04-14T00:00:00,2024-06-15T00:00:00,2455,2517,63
BNBUSD__lbw_252__train__00002518,BNBUSD,252,train,35,2024-06-16T00:00:00,2024-08-17T00:00:00,2518,2580,63
BNBUSD__lbw_252__train__00002581,BNBUSD,252,train,36,2024-08-18T00:00:00,2024-10-19T00:00:00,2581,2643,63
BNBUSD__lbw_252__train__00002644,BNBUSD,252,train,37,2024-10-20T00:00:00,2024-12-21T00:00:00,2644,2706,63
BNBUSD__lbw_252__train__00002707,BNBUSD,252,train,38,2024-12-22T00:00:00,2025-02-22T00:00:00,2707,2769,63
BNBUSD__lbw_252__train__00002770,BNBUSD,252,train,39,2025-02-23T00:00:00,2025-04-26T00:00:00,2770,2832,63
BNBUSD__lbw_252__validation__00002848,BNBUSD,252,validation,0,2025-05-12T00:00:00,2025-07-13T00:00:00,2848,2910,63
BNBUSD__lbw_252__validation__00002911,BNBUSD,252,validation,1,2025-07-14T00:00:00,2025-09-20T00:00:00,2911,2973,63
BNBUSD__lbw_252__validation__00002974,BNBUSD,252,validation,2,2025-09-21T00:00:00,2025-11-22T00:00:00,2974,3036,63
BNBUSD__lbw_252__validation__00003037,BNBUSD,252,validation,3,2025-11-23T00:00:00,2026-01-24T00:00:00,3037,3099,63
DOGEUSD__lbw_252__train__00000313,DOGEUSD,252,train,0,2022-07-20T00:00:00,2022-09-20T00:00:00,313,375,63
DOGEUSD__lbw_252__train__00000376,DOGEUSD,252,train,1,2022-09-21T00:00:00,2022-11-22T00:00:00,376,438,63
DOGEUSD__lbw_252__train__00000439,DOGEUSD,252,train,2,2022-11-23T00:00:00,2023-01-24T00:00:00,439,501,63
DOGEUSD__lbw_252__train__00000502,DOGEUSD,252,train,3,2023-01-25T00:00:00,2023-03-28T00:00:00,502,564,63
DOGEUSD__lbw_252__train__00000565,DOGEUSD,252,train,4,2023-03-29T00:00:00,2023-05-30T00:00:00,565,627,63
DOGEUSD__lbw_252__train__00000628,DOGEUSD,252,train,5,2023-05-31T00:00:00,2023-08-02T00:00:00,628,690,63
DOGEUSD__lbw_252__train__00000691,DOGEUSD,252,train,6,2023-08-03T00:00:00,2023-10-04T00:00:00,691,753,63
DOGEUSD__lbw_252__train__00000754,DOGEUSD,252,train,7,2023-10-05T00:00:00,2023-12-06T00:00:00,754,816,63
DOGEUSD__lbw_252__train__00000817,DOGEUSD,252,train,8,2023-12-07T00:00:00,2024-02-07T00:00:00,817,879,63
DOGEUSD__lbw_252__train__00000880,DOGEUSD,252,train,9,2024-02-08T00:00:00,2024-04-10T00:00:00,880,942,63
DOGEUSD__lbw_252__train__00000943,DOGEUSD,252,train,10,2024-04-11T00:00:00,2024-06-12T00:00:00,943,1005,63
DOGEUSD__lbw_252__train__00001006,DOGEUSD,252,train,11,2024-06-13T00:00:00,2024-08-14T00:00:00,1006,1068,63
DOGEUSD__lbw_252__train__00001069,DOGEUSD,252,train,12,2024-08-15T00:00:00,2024-10-16T00:00:00,1069,1131,63
DOGEUSD__lbw_252__train__00001132,DOGEUSD,252,train,13,2024-10-17T00:00:00,2024-12-18T00:00:00,1132,1194,63
DOGEUSD__lbw_252__train__00001195,DOGEUSD,252,train,14,2024-12-19T00:00:00,2025-02-19T00:00:00,1195,1257,63
DOGEUSD__lbw_252__train__00001258,DOGEUSD,252,train,15,2025-02-20T00:00:00,2025-04-23T00:00:00,1258,1320,63
DOGEUSD__lbw_252__train__00001321,DOGEUSD,252,train,16,2025-04-24T00:00:00,2025-06-25T00:00:00,1321,1383,63
