sequence_id,asset_id,lbw,split,sequence_index,start_timestamp,end_timestamp,start_timeline_index,end_timeline_index,row_count
NEOUSD__lbw_10__train__00001069,NEOUSD,10,train,12,2021-04-08T00:00:00,2021-06-09T00:00:00,1069,1131,63
NEOUSD__lbw_10__train__00001132,NEOUSD,10,train,13,2021-06-10T00:00:00,2021-08-11T00:00:00,1132,1194,63
NEOUSD__lbw_10__train__00001195,NEOUSD,10,train,14,2021-08-12T00:00:00,2021-10-13T00:00:00,1195,1257,63
NEOUSD__lbw_10__train__00001258,NEOUSD,10,train,15,2021-10-14T00:00:00,2021-12-15T00:00:00,1258,1320,63
NEOUSD__lbw_10__train__00001321,NEOUSD,10,train,16,2021-12-16T00:00:00,2022-02-18T00:00:00,1321,1383,63
NEOUSD__lbw_10__train__00001384,NEOUSD,10,train,17,2022-02-19T00:00:00,2022-04-22T00:00:00,1384,1446,63
NEOUSD__lbw_10__train__00001447,NEOUSD,10,train,18,2022-04-23T00:00:00,2022-06-24T00:00:00,1447,1509,63
NEOUSD__lbw_10__train__00001510,NEOUSD,10,train,19,2022-06-25T00:00:00,2022-08-26T00:00:00,1510,1572,63
NEOUSD__lbw_10__train__00001573,NEOUSD,10,train,20,2022-08-27T00:00:00,2022-10-28T00:00:00,1573,1635,63
NEOUSD__lbw_10__train__00001636,NEOUSD,10,train,21,2022-10-29T00:00:00,2022-12-30T00:00:00,1636,1698,63
NEOUSD__lbw_10__train__00001699,NEOUSD,10,train,22,2022-12-31T00:00:00,2023-03-03T00:00:00,1699,1761,63
NEOUSD__lbw_10__train__00001762,NEOUSD,10,train,23,2023-03-04T00:00:00,2023-05-05T00:00:00,1762,1824,63
NEOUSD__lbw_10__train__00001825,NEOUSD,10,train,24,2023-05-06T00:00:00,2023-07-07T00:00:00,1825,1887,63
NEOUSD__lbw_10__train__00001888,NEOUSD,10,train,25,2023-07-08T00:00:00,2023-09-09T00:00:00,1888,1950,63
NEOUSD__lbw_10__train__00001951,NEOUSD,10,train,26,2023-09-10T00:00:00,2023-11-11T00:00:00,1951,2013,63
NEOUSD__lbw_10__train__00002014,NEOUSD,10,train,27,2023-11-12T00:00:00,2024-01-13T00:00:00,2014,2076,63
NEOUSD__lbw_10__train__00002077,NEOUSD,10,train,28,2024-01-14T00:00:00,2024-03-16T00:00:00,2077,2139,63
NEOUSD__lbw_10__train__00002140,NEOUSD,10,train,29,2024-03-17T00:00:00,2024-05-18T00:00:00,2140,2202,63
NEOUSD__lbw_10__train__00002203,NEOUSD,10,train,30,2024-05-19T00:00:00,2024-07-20T00:00:00,2203,2265,63
NEOUSD__lbw_10__train__00002266,NEOUSD,10,train,31,2024-07-21T00:00:00,2024-09-21T00:00:00,2266,2328,63
NEOUSD__lbw_10__train__00002329,NEOUSD,10,train,32,2024-09-22T00:00:00,2024-11-23T00:00:00,2329,2391,63
NEOUSD__lbw_10__train__00002392,NEOUSD,10,train,33,2024-11-24T00:00:00,2025-01-25T00:00:00,2392,2454,63
NEOUSD__lbw_10__train__00002455,NEOUSD,10,train,34,2025-01-26T00:00:00,2025-03-29T00:00:00,2455,2517,63
NEOUSD__lbw_10__train__00002518,NEOUSD,10,train,35,2025-03-30T00:00:00,2025-05-31T00:00:00,2518,2580,63
NEOUSD__lbw_10__validation__00002591,NEOUSD,10,validation,0,2025-06-11T00:00:00,2025-08-14T00:00:00,2591,2653,63
NEOUSD__lbw_10__validation__00002654,NEOUSD,10,validation,1,2025-08-15T00:00:00,2025-10-18T00:00:00,2654,2716,63
NEOUSD__lbw_10__validation__00002717,NEOUSD,10,validation,2,2025-10-19T00:00:00,2025-12-20T00:00:00,2717,2779,63
NEOUSD__lbw_10__validation__00002780,NEOUSD,10,validation,3,2025-12-21T00:00:00,2026-02-21T00:00:00,2780,2842,63
NERUSD__lbw_10__train__00000313,NERUSD,10,train,0,2021-08-22T00:00:00,2021-10-23T00:00:00,313,375,63
NERUSD__lbw_10__train__00000376,NERUSD,10,train,1,2021-10-24T00:00:00,2021-12-25T00:00:00,376,438,63
NERUSD__lbw_10__train__00000439,NERUSD,10,train,2,2021-12-26T00:00:00,2022-02-26T00:00:00,439,501,63
NERUSD__lbw_10__train__00000502,NERUSD,10,train,3,2022-02-27T00:00:00,2022-04-30T00:00:00,502,564,63
NERUSD__lbw_10__train__00000565,NERUSD,10,train,4,2022-05-01T00:00:00,2022-07-02T00:00:00,565,627,63
NERUSD__lbw_10__train__00000628,NERUSD,10,train,5,2022-07-03T00:00:00,2022-09-03T00:00:00,628,690,63
NERUSD__lbw_10__train__00000691,NERUSD,10,train,6,2022-09-04T00:00:00,2022-11-05T00:00:00,691,753,63
NERUSD__lbw_10__train__00000754,NERUSD,10,train,7,2022-11-06T00:00:00,2023-01-07T00:00:00,754,816,63
NERUSD__lbw_10__train__00000817,NERUSD,10,train,8,2023-01-08T00:00:00,2023-03-11T00:00:00,817,879,63
NERUSD__lbw_10__train__00000880,NERUSD,10,train,9,2023-03-12T00:00:00,2023-05-13T00:00:00,880,942,63
NERUSD__lbw_10__train__00000943,NERUSD,10,train,10,2023-05-14T00:00:00,2023-07-15T00:00:00,943,1005,63
NERUSD__lbw_10__train__00001006,NERUSD,10,train,11,2023-07-16T00:00:00,2023-09-16T00:00:00,1006,1068,63
NERUSD__lbw_10__train__00001069,NERUSD,10,train,12,2023-09-17T00:00:00,2023-11-18T00:00:00,1069,1131,63
NERUSD__lbw_10__train__00001132,NERUSD,10,train,13,2023-11-19T00:00:00,2024-01-20T00:00:00,1132,1194,63
NERUSD__lbw_10__train__00001195,NERUSD,10,train,14,2024-01-21T00:00:00,2024-03-23T00:00:00,1195,1257,63
NERUSD__lbw_10__train__00001258,NERUSD,10,train,15,2024-03-24T00:00:00,2024-05-25T00:00:00,1258,1320,63
NERUSD__lbw_10__train__00001321,NERUSD,10,train,16,2024-05-26T00:00:00,2024-07-27T00:00:00,1321,1383,63
NERUSD__lbw_10__train__00001384,NERUSD,10,train,17,2024-07-28T00:00:00,2024-09-28T00:00:00,1384,1446,63
NERUSD__lbw_10__train__00001447,NERUSD,10,train,18,2024-09-29T00:00:00,2024-11-30T00:00:00,1447,1509,63
NERUSD__lbw_10__train__00001510,NERUSD,10,train,19,2024-12-01T00:00:00,2025-02-01T00:00:00,1510,1572,63
NERUSD__lbw_10__train__00001573,NERUSD,10,train,20,2025-02-02T00:00:00,2025-04-05T00:00:00,1573,1635,63
NERUSD__lbw_10__train__00001636,NERUSD,10,train,21,2025-04-06T00:00:00,2025-06-07T00:00:00,1636,1698,63
NERUSD__lbw_10__train__00001699,NERUSD,10,train,22,2025-06-08T00:00:00,2025-08-13T00:00:00,1699,1761,63
NERUSD__lbw_10__validation__00001789,NERUSD,10,validation,0,2025-09-12T00:00:00,2025-11-13T00:00:00,1789,1851,63
NERUSD__lbw_10__validation__00001852,NERUSD,10,validation,1,2025-11-14T00:00:00,2026-01-15T00:00:00,1852,1914,63
AAPL__lbw_10__train__00000313,AAPL,10,train,0,2008-06-03T00:00:00,2008-08-16T00:00:00,313,375,63
AAPL__lbw_10__train__00000376,AAPL,10,train,1,2008-08-18T00:00:00,2008-10-30T00:00:00,376,438,63
AAPL__lbw_10__train__00000439,AAPL,10,train,2,2008-10-31T00:00:00,2009-01-14T00:00:00,439,501,63
AAPL__lbw_10__train__00000502,AAPL,10,train,3,2009-01-15T00:00:00,2009-03-31T00:00:00,502,564,63
AAPL__lbw_10__train__00000565,AAPL,10,train,4,2009-04-01T00:00:00,2009-06-15T00:00:00,565,627,63
AAPL__lbw_10__train__00000628,AAPL,10,train,5,2009-06-16T00:00:00,2009-08-28T00:00:00,628,690,63
AAPL__lbw_10__train__00000691,AAPL,10,train,6,2009-08-29T00:00:00,2009-11-11T00:00:00,691,753,63
AAPL__lbw_10__train__00000754,AAPL,10,train,7,2009-11-12T00:00:00,2010-01-29T00:00:00,754,816,63
AAPL__lbw_10__train__00000817,AAPL,10,train,8,2010-01-30T00:00:00,2010-04-15T00:00:00,817,879,63
AAPL__lbw_10__train__00000880,AAPL,10,train,9,2010-04-16T00:00:00,2010-06-29T00:00:00,880,942,63
AAPL__lbw_10__train__00000943,AAPL,10,train,10,2010-06-30T00:00:00,2010-09-13T00:00:00,943,1005,63
AAPL__lbw_10__train__00001006,AAPL,10,train,11,2010-09-14T00:00:00,2010-11-25T00:00:00,1006,1068,63
AAPL__lbw_10__train__00001069,AAPL,10,train,12,2010-11-26T00:00:00,2011-02-10T00:00:00,1069,1131,63
AAPL__lbw_10__train__00001132,AAPL,10,train,13,2011-02-11T00:00:00,2011-04-27T00:00:00,1132,1194,63
AAPL__lbw_10__train__00001195,AAPL,10,train,14,2011-04-28T00:00:00,2011-07-12T00:00:00,1195,1257,63
AAPL__lbw_10__train__00001258,AAPL,10,train,15,2011-07-13T00:00:00,2011-09-24T00:00:00,1258,1320,63
AAPL__lbw_10__train__00001321,AAPL,10,train,16,2011-09-26T00:00:00,2011-12-08T00:00:00,1321,1383,63
AAPL__lbw_10__train__00001384,AAPL,10,train,17,2011-12-09T00:00:00,2012-02-24T00:00:00,1384,1446,63
AAPL__lbw_10__train__00001447,AAPL,10,train,18,2012-02-25T00:00:00,2012-05-09T00:00:00,1447,1509,63
AAPL__lbw_10__train__00001510,AAPL,10,train,19,2012-05-10T00:00:00,2012-07-24T00:00:00,1510,1572,63
AAPL__lbw_10__train__00001573,AAPL,10,train,20,2012-07-25T00:00:00,2012-10-06T00:00:00,1573,1635,63
AAPL__lbw_10__train__00001636,AAPL,10,train,21,2012-10-08T00:00:00,2012-12-22T00:00:00,1636,1698,63
AAPL__lbw_10__train__00001699,AAPL,10,train,22,2012-12-24T00:00:00,2013-03-09T00:00:00,1699,1761,63
AAPL__lbw_10__train__00001762,AAPL,10,train,23,2013-03-11T00:00:00,2013-05-23T00:00:00,1762,1824,63
AAPL__lbw_10__train__00001825,AAPL,10,train,24,2013-05-24T00:00:00,2013-08-07T00:00:00,1825,1887,63
AAPL__lbw_10__train__00001888,AAPL,10,train,25,2013-08-08T00:00:00,2013-10-21T00:00:00,1888,1950,63
AAPL__lbw_10__train__00001951,AAPL,10,train,26,2013-10-22T00:00:00,2014-01-04T00:00:00,1951,2013,63
AAPL__lbw_10__train__00002014,AAPL,10,train,27,2014-01-06T00:00:00,2014-03-21T00:00:00,2014,2076,63
AAPL__lbw_10__train__00002077,AAPL,10,train,28,2014-03-22T00:00:00,2014-06-05T00:00:00,2077,2139,63
AAPL__lbw_10__train__00002140,AAPL,10,train,29,2014-06-06T00:00:00,2014-08-20T00:00:00,2140,2202,63
AAPL__lbw_10__train__00002203,AAPL,10,train,30,2014-08-21T00:00:00,2014-11-03T00:00:00,2203,2265,63
AAPL__lbw_10__train__00002266,AAPL,10,train,31,2014-11-04T00:00:00,2015-01-17T00:00:00,2266,2328,63
AAPL__lbw_10__train__00002329,AAPL,10,train,32,2015-01-20T00:00:00,2015-04-03T00:00:00,2329,2391,63
AAPL__lbw_10__train__00002392,AAPL,10,train,33,2015-04-06T00:00:00,2015-06-18T00:00:00,2392,2454,63
AAPL__lbw_10__train__00002455,AAPL,10,train,34,2015-06-19T00:00:00,2015-09-01T00:00:00,2455,2517,63
AAPL__lbw_10__train__00002518,AAPL,10,train,35,2015-09-02T00:00:00,2015-11-14T00:00:00,2518,2580,63
AAPL__lbw_10__train__00002581,AAPL,10,train,36,2015-11-16T00:00:00,2016-02-01T00:00:00,2581,2643,63
AAPL__lbw_10__train__00002644,AAPL,10,train,37,2016-02-02T00:00:00,2016-04-16T00:00:00,2644,2706,63
AAPL__lbw_10__train__00002707,AAPL,10,train,38,2016-04-18T00:00:00,2016-06-30T00:00:00,2707,2769,63
AAPL__lbw_10__train__00002770,AAPL,10,train,39,2016-07-01T00:00:00,2016-09-14T00:00:00,2770,2832,63
AAPL__lbw_10__train__00002833,AAPL,10,train,40,2016-09-15T00:00:00,2016-11-28T00:00:00,2833,2895,63
AAPL__lbw_10__train__00002896,AAPL,10,train,41,2016-11-29T00:00:00,2017-02-13T00:00:00,2896,2958,63
AAPL__lbw_10__train__00002959,AAPL,10,train,42,2017-02-14T00:00:00,2017-04-29T00:00:00,2959,3021,63
AAPL__lbw_10__train__00003022,AAPL,10,train,43,2017-05-01T00:00:00,2017-07-14T00:00:00,3022,3084,63
AAPL__lbw_10__train__00003085,AAPL,10,train,44,2017-07-15T00:00:00,2017-09-27T00:00:00,3085,3147,63
AAPL__lbw_10__train__00003148,AAPL,10,train,45,2017-09-28T00:00:00,2017-12-11T00:00:00,3148,3210,63
AAPL__lbw_10__train__00003211,AAPL,10,train,46,2017-12-12T00:00:00,2018-02-27T00:00:00,3211,3273,63
AAPL__lbw_10__train__00003274,AAPL,10,train,47,2018-02-28T00:00:00,2018-05-12T00:00:00,3274,3336,63
AAPL__lbw_10__train__00003337,AAPL,10,train,48,2018-05-14T00:00:00,2018-07-27T00:00:00,3337,3399,63
AAPL__lbw_10__train__00003400,AAPL,10,train,49,2018-07-28T00:00:00,2018-10-10T00:00:00,3400,3462,63
AAPL__lbw_10__train__00003463,AAPL,10,train,50,2018-10-11T00:00:00,2018-12-24T00:00:00,3463,3525,63
AAPL__lbw_10__train__00003526,AAPL,10,train,51,2018-12-26T00:00:00,2019-03-11T00:00:00,3526,3588,63
AAPL__lbw_10__train__00003589,AAPL,10,train,52,2019-03-12T00:00:00,2019-05-24T00:00:00,3589,3651,63
AAPL__lbw_10__train__00003652,AAPL,10,train,53,2019-05-25T00:00:00,2019-08-08T00:00:00,3652,3714,63
AAPL__lbw_10__train__00003715,AAPL,10,train,54,2019-08-09T00:00:00,2019-12-17T00:00:00,3715,3777,63
AAPL__lbw_10__train__00003778,AAPL,10,train,55,2019-12-18T00:00:00,2020-03-19T00:00:00,3778,3840,63
AAPL__lbw_10__train__00003841,AAPL,10,train,56,2020-03-20T00:00:00,2020-06-18T00:00:00,3841,3903,63
AAPL__lbw_10__train__00003904,AAPL,10,train,57,2020-06-19T00:00:00,2020-09-17T00:00:00,3904,3966,63
AAPL__lbw_10__train__00003967,AAPL,10,train,58,2020-09-18T00:00:00,2020-12-16T00:00:00,3967,4029,63
AAPL__lbw_10__train__00004030,AAPL,10,train,59,2020-12-17T00:00:00,2021-03-19T00:00:00,4030,4092,63
AAPL__lbw_10__train__00004093,AAPL,10,train,60,2021-03-22T00:00:00,2021-06-18T00:00:00,4093,4155,63
AAPL__lbw_10__train__00004156,AAPL,10,train,61,2021-06-21T00:00:00,2021-09-16T00:00:00,4156,4218,63
AAPL__lbw_10__train__00004219,AAPL,10,train,62,2021-09-17T00:00:00,2021-12-15T00:00:00,4219,4281,63
AAPL__lbw_10__train__00004282,AAPL,10,train,63,2021-12-16T00:00:00,2022-03-17T00:00:00,4282,4344,63
AAPL__lbw_10__train__00004345,AAPL,10,train,64,2022-03-18T00:00:00,2022-06-16T00:00:00,4345,4407,63
AAPL__lbw_10__train__00004408,AAPL,10,train,65,2022-06-17T00:00:00,2022-09-16T00:00:00,4408,4470,63
AAPL__lbw_10__train__00004471,AAPL,10,train,66,2022-09-19T00:00:00,2022-12-15T00:00:00,4471,4533,63
AAPL__lbw_10__train__00004534,AAPL,10,train,67,2022-12-16T00:00:00,2023-03-20T00:00:00,4534,4596,63
AAPL__lbw_10__train__00004597,AAPL,10,train,68,2023-03-21T00:00:00,2023-06-20T00:00:00,4597,4659,63
AAPL__lbw_10__train__00004660,AAPL,10,train,69,2023-06-21T00:00:00,2023-09-19T00:00:00,4660,4722,63
AAPL__lbw_10__train__00004723,AAPL,10,train,70,2023-09-20T00:00:00,2023-12-18T00:00:00,4723,4785,63
AAPL__lbw_10__validation__00004828,AAPL,10,validation,0,2024-02-21T00:00:00,2024-05-20T00:00:00,4828,4890,63
AAPL__lbw_10__validation__00004891,AAPL,10,validation,1,2024-05-21T00:00:00,2024-08-20T00:00:00,4891,4953,63
AAPL__lbw_10__validation__00004954,AAPL,10,validation,2,2024-08-21T00:00:00,2024-11-18T00:00:00,4954,5016,63
AAPL__lbw_10__validation__00005017,AAPL,10,validation,3,2024-11-19T00:00:00,2025-02-21T00:00:00,5017,5079,63
AAPL__lbw_10__validation__00005080,AAPL,10,validation,4,2025-02-24T00:00:00,2025-05-22T00:00:00,5080,5142,63
AAPL__lbw_10__validation__00005143,AAPL,10,validation,5,2025-05-23T00:00:00,2025-08-22T00:00:00,5143,5205,63
AAPL__lbw_10__validation__00005206,AAPL,10,validation,6,2025-08-25T00:00:00,2025-11-20T00:00:00,5206,5268,63
AMZN__lbw_10__train__00000313,AMZN,10,train,0,2020-07-27T00:00:00,2020-10-22T00:00:00,313,375,63
AMZN__lbw_10__train__00000376,AMZN,10,train,1,2020-10-23T00:00:00,2021-01-25T00:00:00,376,438,63
AMZN__lbw_10__train__00000439,AMZN,10,train,2,2021-01-26T00:00:00,2021-04-26T00:00:00,439,501,63
AMZN__lbw_10__train__00000502,AMZN,10,train,3,2021-04-27T00:00:00,2021-07-23T00:00:00,502,564,63
AMZN__lbw_10__train__00000565,AMZN,10,train,4,2021-07-26T00:00:00,2021-10-21T00:00:00,565,627,63
AMZN__lbw_10__train__00000628,AMZN,10,train,5,2021-10-22T00:00:00,2022-01-21T00:00:00,628,690,63
AMZN__lbw_10__train__00000691,AMZN,10,train,6,2022-01-24T00:00:00,2022-04-22T00:00:00,691,753,63
AMZN__lbw_10__train__00000754,AMZN,10,train,7,2022-04-25T00:00:00,2022-07-25T00:00:00,754,816,63
AMZN__lbw_10__train__00000817,AMZN,10,train,8,2022-07-26T00:00:00,2022-10-21T00:00:00,817,879,63
AMZN__lbw_10__train__00000880,AMZN,10,train,9,2022-10-24T00:00:00,2023-01-24T00:00:00,880,942,63
AMZN__lbw_10__train__00000943,AMZN,10,train,10,2023-01-25T00:00:00,2023-04-25T00:00:00,943,1005,63
AMZN__lbw_10__train__00001006,AMZN,10,train,11,2023-04-26T00:00:00,2023-07-26T00:00:00,1006,1068,63
AMZN__lbw_10__train__00001069,AMZN,10,train,12,2023-07-27T00:00:00,2023-10-24T00:00:00,1069,1131,63
AMZN__lbw_10__train__00001132,AMZN,10,train,13,2023-10-25T00:00:00,2024-01-25T00:00:00,1132,1194,63
AMZN__lbw_10__train__00001195,AMZN,10,train,14,2024-01-26T00:00:00,2024-04-25T00:00:00,1195,1257,63
AMZN__lbw_10__train__00001258,AMZN,10,train,15,2024-04-26T00:00:00,2024-07-26T00:00:00,1258,1320,63
AMZN__lbw_10__train__00001321,AMZN,10,train,16,2024-07-29T00:00:00,2024-10-24T00:00:00,1321,1383,63
AMZN__lbw_10__train__00001384,AMZN,10,train,17,2024-10-25T00:00:00,2025-01-28T00:00:00,1384,1446,63
AMZN__lbw_10__train__00001447,AMZN,10,train,18,2025-01-29T00:00:00,2025-04-29T00:00:00,1447,1509,63
AMZN__lbw_10__train__00001510,AMZN,10,train,19,2025-04-30T00:00:00,2025-07-30T00:00:00,1510,1572,63
AMZN__lbw_10__validation__00001573,AMZN,10,validation,0,2025-07-31T00:00:00,2025-10-28T00:00:00,1573,1635,63
AMZN__lbw_10__validation__00001636,AMZN,10,validation,1,2025-10-29T00:00:00,2026-01-29T00:00:00,1636,1698,63
BABA__lbw_10__train__00000313,BABA,10,train,0,2020-07-27T00:00:00,2020-10-22T00:00:00,313,375,63
BABA__lbw_10__train__00000376,BABA,10,train,1,2020-10-23T00:00:00,2021-01-25T00:00:00,376,438,63
BABA__lbw_10__train__00000439,BABA,10,train,2,2021-01-26T00:00:00,2021-04-26T00:00:00,439,501,63
BABA__lbw_10__train__00000502,BABA,10,train,3,2021-04-27T00:00:00,2021-07-23T00:00:00,502,564,63
BABA__lbw_10__train__00000565,BABA,10,train,4,2021-07-26T00:00:00,2021-10-21T00:00:00,565,627,63
BABA__lbw_10__train__00000628,BABA,10,train,5,2021-10-22T00:00:00,2022-01-21T00:00:00,628,690,63
BABA__lbw_10__train__00000691,BABA,10,train,6,2022-01-24T00:00:00,2022-04-22T00:00:00,691,753,63
BABA__lbw_10__train__00000754,BABA,10,train,7,2022-04-25T00:00:00,2022-07-25T00:00:00,754,816,63
BABA__lbw_10__train__00000817,BABA,10,train,8,2022-07-26T00:00:00,2022-10-21T00:00:00,817,879,63
BABA__lbw_10__train__00000880,BABA,10,train,9,2022-10-24T00:00:00,2023-01-24T00:00:00,880,942,63
BABA__lbw_10__train__00000943,BABA,10,train,10,2023-01-25T00:00:00,2023-04-25T00:00:00,943,1005,63
BABA__lbw_10__train__00001006,BABA,10,train,11,2023-04-26T00:00:00,2023-07-26T00:00:00,1006,1068,63
BABA__lbw_10__train__00001069,BABA,10,train,12,2023-07-27T00:00:00,2023-10-24T00:00:00,1069,1131,63
BABA__lbw_10__train__00001132,BABA,10,train,13,2023-10-25T00:00:00,2024-01-25T00:00:00,1132,1194,63
BABA__lbw_10__train__00001195,BABA,10,train,14,2024-01-26T00:00:00,2024-04-25T00:00:00,1195,1257,63
BABA__lbw_10__train__00001258,BABA,10,train,15,2024-04-26T00:00:00,2024-07-26T00:00:00,1258,1320,63
BABA__lbw_10__train__00001321,BABA,10,train,16,2024-07-29T00:00:00,2024-10-24T00:00:00,1321,1383,63
BABA__lbw_10__train__00001384,BABA,10,train,17,2024-10-25T00:00:00,2025-01-28T00:00:00,1384,1446,63
BABA__lbw_10__train__00001447,BABA,10,train,18,2025-01-29T00:00:00,2025-04-29T00:00:00,1447,1509,63
BABA__lbw_10__train__00001510,BABA,10,train,19,2025-04-30T00:00:00,2025-07-30T00:00:00,1510,1572,63
BABA__lbw_10__validation__00001573,BABA,10,validation,0,2025-07-31T00:00:00,2025-10-28T00:00:00,1573,1635,63
BABA__lbw_10__validation__00001636,BABA,10,validation,1,2025-10-29T00:00:00,2026-01-29T00:00:00,1636,1698,63
BAC__lbw_10__train__00000313,BAC,10,train,0,2020-07-27T00:00:00,2020-10-22T00:00:00,313,375,63
BAC__lbw_10__train__00000376,BAC,10,train,1,2020-10-23T00:00:00,2021-01-25T00:00:00,376,438,63
BAC__lbw_10__train__00000439,BAC,10,train,2,2021-01-26T00:00:00,2021-04-26T00:00:00,439,501,63
BAC__lbw_10__train__00000502,BAC,10,train,3,2021-04-27T00:00:00,2021-07-23T00:00:00,502,564,63
BAC__lbw_10__train__00000565,BAC,10,train,4,2021-07-26T00:00:00,2021-10-21T00:00:00,565,627,63
BAC__lbw_10__train__00000628,BAC,10,train,5,2021-10-22T00:00:00,2022-01-21T00:00:00,628,690,63
BAC__lbw_10__train__00000691,BAC,10,train,6,2022-01-24T00:00:00,2022-04-22T00:00:00,691,753,63
BAC__lbw_10__train__00000754,BAC,10,train,7,2022-04-25T00:00:00,2022-07-25T00:00:00,754,816,63
BAC__lbw_10__train__00000817,BAC,10,train,8,2022-07-26T00:00:00,2022-10-21T00:00:00,817,879,63
BAC__lbw_10__train__00000880,BAC,10,train,9,2022-10-24T00:00:00,2023-01-24T00:00:00,880,942,63
BAC__lbw_10__train__00000943,BAC,10,train,10,2023-01-25T00:00:00,2023-04-25T00:00:00,943,1005,63
BAC__lbw_10__train__00001006,BAC,10,train,11,2023-04-26T00:00:00,2023-07-26T00:00:00,1006,1068,63
BAC__lbw_10__train__00001069,BAC,10,train,12,2023-07-27T00:00:00,2023-10-24T00:00:00,1069,1131,63
BAC__lbw_10__train__00001132,BAC,10,train,13,2023-10-25T00:00:00,2024-01-25T00:00:00,1132,1194,63
BAC__lbw_10__train__00001195,BAC,10,train,14,2024-01-26T00:00:00,2024-04-25T00:00:00,1195,1257,63
BAC__lbw_10__train__00001258,BAC,10,train,15,2024-04-26T00:00:00,2024-07-26T00:00:00,1258,1320,63
BAC__lbw_10__train__00001321,BAC,10,train,16,2024-07-29T00:00:00,2024-10-24T00:00:00,1321,1383,63
BAC__lbw_10__train__00001384,BAC,10,train,17,2024-10-25T00:00:00,2025-01-28T00:00:00,1384,1446,63
BAC__lbw_10__train__00001447,BAC,10,train,18,2025-01-29T00:00:00,2025-04-29T00:00:00,1447,1509,63
BAC__lbw_10__train__00001510,BAC,10,train,19,2025-04-30T00:00:00,2025-07-30T00:00:00,1510,1572,63
BAC__lbw_10__validation__00001573,BAC,10,validation,0,2025-07-31T00:00:00,2025-10-28T00:00:00,1573,1635,63
BAC__lbw_10__validation__00001636,BAC,10,validation,1,2025-10-29T00:00:00,2026-01-29T00:00:00,1636,1698,63
GOOG__lbw_10__train__00000313,GOOG,10,train,0,2020-07-27T00:00:00,2020-10-22T00:00:00,313,375,63
GOOG__lbw_10__train__00000376,GOOG,10,train,1,2020-10-23T00:00:00,2021-01-25T00:00:00,376,438,63
GOOG__lbw_10__train__00000439,GOOG,10,train,2,2021-01-26T00:00:00,2021-04-26T00:00:00,439,501,63
GOOG__lbw_10__train__00000502,GOOG,10,train,3,2021-04-27T00:00:00,2021-07-23T00:00:00,502,564,63
GOOG__lbw_10__train__00000565,GOOG,10,train,4,2021-07-26T00:00:00,2021-10-21T00:00:00,565,627,63
GOOG__lbw_10__train__00000628,GOOG,10,train,5,2021-10-22T00:00:00,2022-01-21T00:00:00,628,690,63
GOOG__lbw_10__train__00000691,GOOG,10,train,6,2022-01-24T00:00:00,2022-04-22T00:00:00,691,753,63
GOOG__lbw_10__train__00000754,GOOG,10,train,7,2022-04-25T00:00:00,2022-07-25T00:00:00,754,816,63
GOOG__lbw_10__train__00000817,GOOG,10,train,8,2022-07-26T00:00:00,2022-10-21T00:00:00,817,879,63
GOOG__lbw_10__train__00000880,GOOG,10,train,9,2022-10-24T00:00:00,2023-01-24T00:00:00,880,942,63
GOOG__lbw_10__train__00000943,GOOG,10,train,10,2023-01-25T00:00:00,2023-04-25T00:00:00,943,1005,63
GOOG__lbw_10__train__00001006,GOOG,10,train,11,2023-04-26T00:00:00,2023-07-26T00:00:00,1006,1068,63
GOOG__lbw_10__train__00001069,GOOG,10,train,12,2023-07-27T00:00:00,2023-10-24T00:00:00,1069,1131,63
GOOG__lbw_10__train__00001132,GOOG,10,train,13,2023-10-25T00:00:00,2024-01-25T00:00:00,1132,1194,63
GOOG__lbw_10__train__00001195,GOOG,10,train,14,2024-01-26T00:00:00,2024-04-25T00:00:00,1195,1257,63
GOOG__lbw_10__train__00001258,GOOG,10,train,15,2024-04-26T00:00:00,2024-07-26T00:00:00,1258,1320,63
GOOG__lbw_10__train__00001321,GOOG,10,train,16,2024-07-29T00:00:00,2024-10-24T00:00:00,1321,1383,63
GOOG__lbw_10__train__00001384,GOOG,10,train,17,2024-10-25T00:00:00,2025-01-28T00:00:00,1384,1446,63
GOOG__lbw_10__train__00001447,GOOG,10,train,18,2025-01-29T00:00:00,2025-04-29T00:00:00,1447,1509,63
GOOG__lbw_10__train__00001510,GOOG,10,train,19,2025-04-30T00:00:00,2025-07-30T00:00:00,1510,1572,63
GOOG__lbw_10__validation__00001573,GOOG,10,validation,0,2025-07-31T00:00:00,2025-10-28T00:00:00,1573,1635,63
GOOG__lbw_10__validation__00001636,GOOG,10,validation,1,2025-10-29T00:00:00,2026-01-29T00:00:00,1636,1698,63
META__lbw_10__train__00000313,META,10,train,0,2020-07-27T00:00:00,2020-10-22T00:00:00,313,375,63
META__lbw_10__train__00000376,META,10,train,1,2020-10-23T00:00:00,2021-01-25T00:00:00,376,438,63
META__lbw_10__train__00000439,META,10,train,2,2021-01-26T00:00:00,2021-04-26T00:00:00,439,501,63
META__lbw_10__train__00000502,META,10,train,3,2021-04-27T00:00:00,2021-07-23T00:00:00,502,564,63
META__lbw_10__train__00000565,META,10,train,4,2021-07-26T00:00:00,2021-10-21T00:00:00,565,627,63
META__lbw_10__train__00000628,META,10,train,5,2021-10-22T00:00:00,2022-01-21T00:00:00,628,690,63
